"5 athletes 100 purchases","50 athletes 1000 purchases","500 athletes 10000 purchases","5 athletes 100 purchases","50 athletes 1000 purchases","500 athletes 10000 purchases"
0.002062,0.002012,0.002036,0.09732166049,0.1039310238,0.09907282837
0.001979,0.001947,0.002001,0.1064731722,0.09721003206,0.1102244751
0.002007,0.001991,0.002057,0.08938628746,0.09347725895,0.09811403566
0.002022,0.002066,0.002004,0.1003052185,0.101654276,0.1102521761
0.00193,0.001941,0.002039,0.1122330042,0.1001391107,0.09547597129
,0.002003,0.002148,,0.09288081206,0.09839263476
,0.002023,0.001968,,0.1121848638,0.1053078364
,0.002013,0.002035,,0.09400076354,0.1025498806
,0.001996,0.001929,,0.09256425859,0.1058709964
,0.001974,0.002053,,0.09758903498,0.09743153022
,0.002027,0.002013,,0.09896992562,0.1017810318
,0.002017,0.001968,,0.09908407953,0.1030448096
,0.001979,0.00202,,0.1020331846,0.0935551815
,0.001969,0.001957,,0.1006192222,0.1043946371
,0.002032,0.001976,,0.09850954058,0.09279514834
,0.00201,0.002025,,0.09009602913,0.1063434818
,0.002027,0.002051,,0.1087293284,0.1032640811
,0.002066,0.002006,,0.09620830673,0.09614756785
,0.002011,0.002054,,0.1042310759,0.0960969697
,0.001956,0.002041,,0.1055293418,0.09141101302
,0.001962,0.001996,,0.1046626922,0.09261131346
,0.002053,0.00207,,0.1001657653,0.09423103053
,0.002032,0.002002,,0.1053662767,0.09871308052
,0.001981,0.00203,,0.09265880373,0.08869825176
,0.001977,0.002046,,0.1031336974,0.08973378547
,0.002021,0.001968,,0.1137867679,0.1067138937
,0.002013,0.001963,,0.09442632156,0.109114054
,0.00204,0.002025,,0.1066094516,0.1038762292
,0.001933,0.001948,,0.1101998967,0.09689090859
,0.001997,0.001954,,0.101671444,0.1011621687
,0.002031,0.001919,,0.09472142116,0.1016985681
,0.001948,0.001981,,0.1035521083,0.09814952476
,0.001988,0.00199,,0.09068992708,0.1067098784
,0.001983,0.001932,,0.101610855,0.08974345194
,0.002006,0.001997,,0.09976401323,0.0952312619
,0.002055,0.001982,,0.09712172411,0.1009506226
,0.002044,0.002021,,0.0917054956,0.09856530479
,0.002092,0.002024,,0.1017938475,0.1002480555
,0.001913,0.002016,,0.1005698624,0.09356316673
,0.001953,0.00198,,0.1008870937,0.0965786997
,0.001935,0.001976,,0.1056655598,0.1007347156
,0.001879,0.001911,,0.09653941777,0.09482353244
,0.002039,0.002081,,0.1072489757,0.103571727
,0.001994,0.002008,,0.09052793331,0.09664176301
,0.001991,0.00199,,0.09467349408,0.09630029419
,0.0021,0.001961,,0.107432071,0.104052828
,0.002005,0.00197,,0.0909785814,0.08962561817
,0.002034,0.002014,,0.1101346636,0.0858792432
,0.002013,0.002018,,0.1104967815,0.0998156347
,0.001928,0.001938,,0.09581215745,0.09572768584
,,0.001947,,,0.09544824823
,,0.001965,,,0.102773102
,,0.002024,,,0.1060092405
,,0.002013,,,0.1036139433
,,0.001972,,,0.09733361802
,,0.001944,,,0.08929016217
,,0.002038,,,0.0973355319
,,0.001969,,,0.09919186311
,,0.001991,,,0.1112278098
,,0.001971,,,0.09824301235
,,0.001976,,,0.09901353343
,,0.002029,,,0.1023593971
,,0.001987,,,0.105503748
,,0.002073,,,0.1013141071
,,0.001974,,,0.1063729794
,,0.002018,,,0.1093020145
,,0.002006,,,0.09742745284
,,0.002025,,,0.09652079816
,,0.001975,,,0.09958140849
,,0.002046,,,0.1026380109
,,0.002032,,,0.09091027166
,,0.001974,,,0.1073040755
,,0.001998,,,0.1001085837
,,0.002006,,,0.1030516462
,,0.00202,,,0.1026763123
,,0.00207,,,0.09574354122
,,0.002045,,,0.08406238235
,,0.002037,,,0.1061756898
,,0.002034,,,0.09519474898
,,0.001995,,,0.09368482549
,,0.001985,,,0.1068608546
,,0.002015,,,0.1017564207
,,0.001946,,,0.1021640945
,,0.002031,,,0.09350796585
,,0.002031,,,0.1126220049
,,0.002044,,,0.09759475129
,,0.00199,,,0.1069046657
,,0.00195,,,0.09956888487
,,0.002002,,,0.09831251
,,0.001897,,,0.1132344212
,,0.001966,,,0.1059085978
,,0.001981,,,0.1001087743
,,0.001985,,,0.09700739237
,,0.002011,,,0.1075019485
,,0.001987,,,0.1054866519
,,0.002025,,,0.09782540029
,,0.002019,,,0.1066564102
,,0.001943,,,0.1040047555
,,0.002047,,,0.1119497307
,,0.002006,,,0.1028596855
,,0.001996,,,0.1008846585
,,0.001997,,,0.1114523521
,,0.001951,,,0.100696977
,,0.001976,,,0.09411530737
,,0.002005,,,0.1068321968
,,0.00205,,,0.1076313897
,,0.002056,,,0.1071292327
,,0.002003,,,0.1026104437
,,0.002021,,,0.0963707378
,,0.002019,,,0.09405290632
,,0.001902,,,0.09005367458
,,0.002076,,,0.1016144851
,,0.001971,,,0.1030283819
,,0.002087,,,0.1009445405
,,0.001989,,,0.08990508056
,,0.002051,,,0.1061180441
,,0.002025,,,0.0961044822
,,0.001956,,,0.1008523228
,,0.001998,,,0.09720623907
,,0.00202,,,0.1006018724
,,0.002005,,,0.09820659117
,,0.001971,,,0.09977728214
,,0.001961,,,0.1028417699
,,0.001976,,,0.0923953223
,,0.001935,,,0.09772245142
,,0.001923,,,0.1028714868
,,0.002005,,,0.09988945304
,,0.001949,,,0.0964701585
,,0.001987,,,0.1028075413
,,0.001968,,,0.1046808946
,,0.001969,,,0.1048812781
,,0.002011,,,0.09606539051
,,0.001973,,,0.1029918535
,,0.001934,,,0.09461835284
,,0.002027,,,0.1083571705
,,0.00197,,,0.1017437344
,,0.002046,,,0.09791623471
,,0.002013,,,0.09372243043
,,0.002046,,,0.1022186242
,,0.001974,,,0.09740599989
,,0.002026,,,0.1151443645
,,0.001989,,,0.09426762212
,,0.002064,,,0.09569070816
,,0.002038,,,0.1067521021
,,0.002006,,,0.09941425818
,,0.001944,,,0.09559781843
,,0.002084,,,0.1100800056
,,0.002003,,,0.1077493823
,,0.002022,,,0.09637246312
,,0.002009,,,0.1119963389
,,0.002003,,,0.09973393471
,,0.002002,,,0.09068843686
,,0.001935,,,0.1096293858
,,0.002035,,,0.09769174214
,,0.002078,,,0.09776778736
,,0.002016,,,0.0991109363
,,0.00199,,,0.0987027409
,,0.001973,,,0.1038405147
,,0.002006,,,0.1107161252
,,0.002049,,,0.09282179136
,,0.00205,,,0.09337197486
,,0.001975,,,0.1011862981
,,0.001924,,,0.1048222623
,,0.002014,,,0.09455211148
,,0.001949,,,0.1091588613
,,0.00202,,,0.1061961693
,,0.001991,,,0.09698321082
,,0.001896,,,0.09930287277
,,0.002028,,,0.09284255753
,,0.001996,,,0.1024574712
,,0.001999,,,0.1025213189
,,0.001979,,,0.09928677786
,,0.00205,,,0.1048821123
,,0.001971,,,0.1055852026
,,0.002013,,,0.1056805489
,,0.00202,,,0.09881582118
,,0.001943,,,0.1049761441
,,0.00203,,,0.09921559184
,,0.001961,,,0.0931897942
,,0.001963,,,0.09800763124
,,0.002035,,,0.1053395347
,,0.001987,,,0.10225299
,,0.001925,,,0.09312424331
,,0.001977,,,0.1046405875
,,0.00205,,,0.1086440803
,,0.001997,,,0.09907154188
,,0.002063,,,0.09175145422
,,0.001941,,,0.1131739445
,,0.00198,,,0.09369981111
,,0.002017,,,0.09951301335
,,0.001966,,,0.09767540788
,,0.002053,,,0.105365564
,,0.002066,,,0.09421095064
,,0.002029,,,0.1003214643
,,0.001986,,,0.1006220674
,,0.002002,,,0.1117345569
,,0.001966,,,0.0923860218
,,0.002031,,,0.102809277
,,0.001947,,,0.08986298256
,,0.002046,,,0.105399168
,,0.002006,,,0.116280801
,,0.001948,,,0.1065115039
,,0.002014,,,0.1046233191
,,0.002028,,,0.1019998842
,,0.001979,,,0.09553175784
,,0.002007,,,0.1044055012
,,0.001903,,,0.09207076325
,,0.001977,,,0.1097143245
,,0.001985,,,0.09240600534
,,0.002108,,,0.0989314799
,,0.001939,,,0.1100211143
,,0.002005,,,0.08870506368
,,0.00196,,,0.09675240808
,,0.00199,,,0.09542717127
,,0.001944,,,0.08904777331
,,0.001986,,,0.107558087
,,0.002033,,,0.1095881698
,,0.002001,,,0.101925466
,,0.00202,,,0.1095152687
,,0.002046,,,0.1042363309
,,0.001971,,,0.1071724443
,,0.002041,,,0.09873511871
,,0.00198,,,0.09063403786
,,0.001994,,,0.1135065687
,,0.002015,,,0.09884206114
,,0.001985,,,0.0985887068
,,0.002045,,,0.1066902287
,,0.001982,,,0.1093589178
,,0.001992,,,0.1018611623
,,0.001962,,,0.1037806217
,,0.001929,,,0.09854791924
,,0.001938,,,0.09566255784
,,0.002033,,,0.09576790019
,,0.002011,,,0.1071705284
,,0.002038,,,0.09915018864
,,0.002054,,,0.09215935209
,,0.002046,,,0.09804078615
,,0.002076,,,0.09307827582
,,0.001979,,,0.1122645188
,,0.001993,,,0.08884186574
,,0.00201,,,0.1028115665
,,0.002023,,,0.1025721976
,,0.001969,,,0.1059345324
,,0.002019,,,0.102589644
,,0.002039,,,0.1025878446
,,0.002004,,,0.1044800518
,,0.001945,,,0.1155176779
,,0.001941,,,0.103295945
,,0.001943,,,0.1026667281
,,0.001978,,,0.1026141997
,,0.001908,,,0.1088999121
,,0.002024,,,0.1000513081
,,0.002051,,,0.1001905657
,,0.001995,,,0.09390928511
,,0.002064,,,0.09862512018
,,0.001935,,,0.08954922662
,,0.001991,,,0.09628740027
,,0.002068,,,0.1022635734
,,0.002048,,,0.106716851
,,0.002038,,,0.09129485619
,,0.002009,,,0.09609442505
,,0.001961,,,0.09581864638
,,0.002028,,,0.09847637815
,,0.002102,,,0.09084249261
,,0.002081,,,0.09749370873
,,0.002004,,,0.1037261564
,,0.001948,,,0.1010030858
,,0.001985,,,0.09221718735
,,0.002012,,,0.09495166946
,,0.002003,,,0.09941770879
,,0.002002,,,0.104754659
,,0.001958,,,0.0995784639
,,0.002045,,,0.09711759366
,,0.002006,,,0.1137309946
,,0.001977,,,0.1053959793
,,0.001981,,,0.1063723499
,,0.001938,,,0.1052635645
,,0.00201,,,0.1104229335
,,0.00201,,,0.09375522071
,,0.002052,,,0.09908260765
,,0.001968,,,0.09980691961
,,0.001972,,,0.0900784918
,,0.001933,,,0.1027332049
,,0.001959,,,0.1034641132
,,0.001939,,,0.09607747931
,,0.001977,,,0.1082189099
,,0.001999,,,0.09700138721
,,0.002049,,,0.1006753579
,,0.001914,,,0.113416319
,,0.002007,,,0.1016892508
,,0.001981,,,0.109095069
,,0.001928,,,0.1097077133
,,0.001985,,,0.1023728627
,,0.002062,,,0.097813472
,,0.00204,,,0.1031542205
,,0.001999,,,0.09931135245
,,0.00213,,,0.1056639265
,,0.001992,,,0.08980944006
,,0.001974,,,0.09544573669
,,0.002039,,,0.1021466277
,,0.002,,,0.09131506648
,,0.002004,,,0.1039255703
,,0.001938,,,0.09015699604
,,0.002061,,,0.1028966434
,,0.001976,,,0.1002711631
,,0.001967,,,0.08446820778
,,0.002048,,,0.09084306354
,,0.002043,,,0.09432883156
,,0.002039,,,0.0990635087
,,0.00195,,,0.1106918685
,,0.00195,,,0.1022682326
,,0.001969,,,0.09958886593
,,0.002051,,,0.1033123902
,,0.001986,,,0.1015520271
,,0.002003,,,0.09195582222
,,0.001968,,,0.1120009553
,,0.002028,,,0.09619803128
,,0.002,,,0.09404091705
,,0.001972,,,0.10247929
,,0.001978,,,0.1046628502
,,0.002004,,,0.106493898
,,0.001922,,,0.1011303752
,,0.001978,,,0.1025761851
,,0.001972,,,0.1023668648
,,0.00199,,,0.0965518228
,,0.002105,,,0.1058528855
,,0.002018,,,0.09197263552
,,0.001994,,,0.09142072846
,,0.002062,,,0.1008360989
,,0.002043,,,0.09056772623
,,0.002086,,,0.1000816365
,,0.002013,,,0.1087746495
,,0.002029,,,0.0920687695
,,0.001998,,,0.09413293869
,,0.001923,,,0.09687150053
,,0.002003,,,0.09285630505
,,0.001981,,,0.1093815548
,,0.001954,,,0.0884865122
,,0.001997,,,0.09896560527
,,0.001997,,,0.09809100136
,,0.002006,,,0.09970626846
,,0.001994,,,0.1082484976
,,0.002039,,,0.09966658334
,,0.002041,,,0.1101882271
,,0.002003,,,0.09835477332
,,0.001995,,,0.09972876388
,,0.002034,,,0.1099731975
,,0.002014,,,0.09178085405
,,0.002006,,,0.1024155888
,,0.001927,,,0.0949850707
,,0.002083,,,0.1057106377
,,0.002022,,,0.1099213539
,,0.001931,,,0.0974290079
,,0.002026,,,0.1017999723
,,0.002013,,,0.0951512809
,,0.001963,,,0.09096819682
,,0.001947,,,0.1075648873
,,0.002012,,,0.09349968461
,,0.002004,,,0.09282597341
,,0.001963,,,0.1021269454
,,0.001952,,,0.0981370318
,,0.002049,,,0.09134520344
,,0.002075,,,0.09772962981
,,0.001925,,,0.1023489849
,,0.001954,,,0.1026167257
,,0.001928,,,0.09055576137
,,0.002056,,,0.1014035816
,,0.002055,,,0.1006046016
,,0.001964,,,0.09535310406
,,0.002011,,,0.1097468824
,,0.002079,,,0.105887013
,,0.002046,,,0.09685694107
,,0.001982,,,0.09993781123
,,0.002066,,,0.1054056305
,,0.002006,,,0.09888977599
,,0.002019,,,0.1052304185
,,0.001977,,,0.09739505025
,,0.002032,,,0.09650865834
,,0.001958,,,0.1090696749
,,0.001985,,,0.1015659333
,,0.001972,,,0.1001606169
,,0.001952,,,0.08823509309
,,0.001971,,,0.09036961545
,,0.001968,,,0.1013655549
,,0.001971,,,0.09825052304
,,0.001991,,,0.08830752985
,,0.001984,,,0.09788683482
,,0.002094,,,0.08946855887
,,0.002037,,,0.09556202754
,,0.001995,,,0.1143767279
,,0.001955,,,0.1112781343
,,0.001976,,,0.105018966
,,0.002079,,,0.1060681113
,,0.001978,,,0.09923046238
,,0.002044,,,0.1061998029
,,0.001975,,,0.09988264814
,,0.002031,,,0.1028313095
,,0.001961,,,0.1011338922
,,0.001975,,,0.08583112883
,,0.001901,,,0.09464972675
,,0.001963,,,0.0970624516
,,0.002038,,,0.09539193364
,,0.002014,,,0.106229602
,,0.002094,,,0.09563417702
,,0.002002,,,0.09537375475
,,0.002043,,,0.09725685263
,,0.001947,,,0.09640254731
,,0.002029,,,0.1132009239
,,0.001981,,,0.09466966373
,,0.001991,,,0.1089305609
,,0.001999,,,0.1064124026
,,0.002081,,,0.09937894128
,,0.001957,,,0.09777777109
,,0.002042,,,0.1045517468
,,0.001991,,,0.09790053147
,,0.002015,,,0.09287162184
,,0.001997,,,0.09152456773
,,0.001936,,,0.1023739051
,,0.001981,,,0.09842564276
,,0.002046,,,0.1011217481
,,0.002044,,,0.103376067
,,0.002005,,,0.1021732171
,,0.002026,,,0.1039571543
,,0.001966,,,0.09850531252
,,0.001927,,,0.09951012887
,,0.001977,,,0.1082707011
,,0.001953,,,0.0943828741
,,0.002116,,,0.09824330396
,,0.002043,,,0.09157143061
,,0.001956,,,0.09870479381
,,0.002019,,,0.105912994
,,0.001995,,,0.1074510442
,,0.002031,,,0.1079217783
,,0.002081,,,0.1103562283
,,0.002002,,,0.09434564734
,,0.002007,,,0.1000122661
,,0.002021,,,0.09877634692
,,0.002021,,,0.1122860085
,,0.002015,,,0.09991607798
,,0.002014,,,0.100611845
,,0.002005,,,0.1011014253
,,0.002027,,,0.1089072803
,,0.002035,,,0.101200826
,,0.002023,,,0.1150155668
,,0.002016,,,0.09741536
,,0.001946,,,0.1077942085
,,0.002003,,,0.1048299782
,,0.00193,,,0.1065578509
,,0.002069,,,0.09973735411
,,0.002102,,,0.08678743101
,,0.001976,,,0.1077256113
,,0.002046,,,0.09863568497
,,0.001948,,,0.09106619187
,,0.002009,,,0.09539972684
,,0.002065,,,0.09743868632
,,0.002015,,,0.1011532953
,,0.001976,,,0.09282933176
,,0.002017,,,0.09792183918
,,0.002033,,,0.1084515448
,,0.001984,,,0.1088908875
,,0.001959,,,0.1030851903
,,0.001956,,,0.1025864245
,,0.002059,,,0.1044468577
,,0.002017,,,0.09456001743
,,0.001923,,,0.1017478083
,,0.001967,,,0.09924206283
,,0.001954,,,0.1164124573
,,0.001964,,,0.1087852769
,,0.001998,,,0.09140673001
,,0.001977,,,0.08505389813
,,0.002041,,,0.1163855831
,,0.002024,,,0.1054133457
,,0.001982,,,0.09942274816
,,0.001976,,,0.112049879
,,0.002008,,,0.1077975166
,,0.00202,,,0.0994372864
,,0.0019,,,0.09745727799
,,0.002025,,,0.1073371294
,,0.002042,,,0.107245189
,,0.001962,,,0.1024822941
,,0.002028,,,0.09228187091
,,0.002033,,,0.1119548594
,,0.001988,,,0.1033725361
,,0.002014,,,0.09142648844
,,0.001955,,,0.1117156864
,,0.002015,,,0.1097742173
,,0.002051,,,0.09763175883
,,0.002023,,,0.106799393
,,0.001932,,,0.09572488116
,,0.002047,,,0.1060909062
,,0.002041,,,0.09530082859
,,0.001982,,,0.1160034893
,,0.001979,,,0.1030660498
,,0.001987,,,0.1060867825
,,0.001918,,,0.08921259272
,,0.001973,,,0.09542504139
,,0.002024,,,0.1059459223
,,0.001933,,,0.09154753059
,,0.001954,,,0.09909225383
,,0.001924,,,0.09644418504